2018-12-11T07:04:56.416+0000 I CONTROL  [main] ***** SERVER RESTARTED *****
2018-12-11T07:05:37.642+0000 I ASIO     [Replication] Ending connection to host 172.17.0.9:27018 due to bad connection status; 1 connections to that host remain open
2018-12-11T07:05:43.170+0000 I NETWORK  [listener] connection accepted from 172.17.0.8:34592 #37 (18 connections now open)
2018-12-11T07:05:43.170+0000 I NETWORK  [conn37] received client metadata from 172.17.0.8:34592 conn37: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-11T07:05:43.170+0000 I NETWORK  [listener] connection accepted from 172.17.0.6:48862 #38 (19 connections now open)
2018-12-11T07:05:43.170+0000 I NETWORK  [listener] connection accepted from 172.17.0.7:44228 #39 (20 connections now open)
2018-12-11T07:05:43.170+0000 I NETWORK  [conn38] received client metadata from 172.17.0.6:48862 conn38: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-11T07:05:43.171+0000 I NETWORK  [conn39] received client metadata from 172.17.0.7:44228 conn39: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-11T07:05:43.188+0000 I ACCESS   [conn37] Successfully authenticated as principal __system on local
2018-12-11T07:05:43.189+0000 I ACCESS   [conn39] Successfully authenticated as principal __system on local
2018-12-11T07:05:43.189+0000 I ACCESS   [conn38] Successfully authenticated as principal __system on local
2018-12-11T07:05:59.449+0000 I NETWORK  [ShardRegistry] Marking host 172.17.0.11:27018 as failed :: caused by :: NetworkInterfaceExceededTimeLimit: timed out
2018-12-11T07:05:59.449+0000 I SHARDING [ShardServerCatalogCacheLoader-0] Operation timed out with status NetworkInterfaceExceededTimeLimit: timed out
2018-12-11T07:05:59.449+0000 I ASIO     [ShardRegistry] Ending connection to host 172.17.0.11:27018 due to bad connection status; 0 connections to that host remain open
2018-12-11T07:05:59.449+0000 I SH_REFR  [ShardServerCatalogCacheLoader-0] Refresh for database config took 42052 ms and failed :: caused by :: NetworkInterfaceExceededTimeLimit: timed out
2018-12-11T07:05:59.449+0000 I CONTROL  [LogicalSessionCacheRefresh] Sessions collection is not set up; waiting until next sessions refresh interval: timed out
2018-12-11T07:05:59.449+0000 I COMMAND  [conn31] command admin.$cmd command: _flushDatabaseCacheUpdates { _flushDatabaseCacheUpdates: "config", maxTimeMS: 30000, $clusterTime: { clusterTime: Timestamp(1544511929, 1), signature: { hash: BinData(0, 0CD86809CDF7F92A492BBF12FA76CAD9ABA712A0), keyId: 6623981580761169927 } }, $configServerState: { opTime: { ts: Timestamp(1544511910, 8), t: 129 } }, $db: "admin" } numYields:0 ok:0 errMsg:"timed out" errName:NetworkInterfaceExceededTimeLimit errCode:202 reslen:393 locks:{ Global: { acquireCount: { r: 2 } }, Database: { acquireCount: { r: 1 } } } protocol:op_msg 29998ms
2018-12-11T07:05:59.449+0000 I CONTROL  [LogicalSessionCacheReap] Sessions collection is not set up; waiting until next sessions reap interval: timed out
2018-12-11T07:05:59.449+0000 I COMMAND  [conn33] command admin.$cmd command: _flushDatabaseCacheUpdates { _flushDatabaseCacheUpdates: "config", maxTimeMS: 30000, $clusterTime: { clusterTime: Timestamp(1544511929, 1), signature: { hash: BinData(0, 0CD86809CDF7F92A492BBF12FA76CAD9ABA712A0), keyId: 6623981580761169927 } }, $configServerState: { opTime: { ts: Timestamp(1544511910, 8), t: 129 } }, $db: "admin" } numYields:0 ok:0 errMsg:"timed out" errName:NetworkInterfaceExceededTimeLimit errCode:202 reslen:393 locks:{ Global: { acquireCount: { r: 2 } }, Database: { acquireCount: { r: 1 } } } protocol:op_msg 29581ms
2018-12-11T07:05:59.449+0000 I NETWORK  [conn31] end connection 172.17.0.11:54278 (19 connections now open)
2018-12-11T07:05:59.449+0000 I COMMAND  [conn34] command admin.$cmd command: _flushDatabaseCacheUpdates { _flushDatabaseCacheUpdates: "config", maxTimeMS: 30000, $clusterTime: { clusterTime: Timestamp(1544511929, 1), signature: { hash: BinData(0, 0CD86809CDF7F92A492BBF12FA76CAD9ABA712A0), keyId: 6623981580761169927 } }, $configServerState: { opTime: { ts: Timestamp(1544511910, 8), t: 129 } }, $db: "admin" } numYields:0 ok:0 errMsg:"timed out" errName:NetworkInterfaceExceededTimeLimit errCode:202 reslen:393 locks:{ Global: { acquireCount: { r: 2 } }, Database: { acquireCount: { r: 1 } } } protocol:op_msg 29547ms
2018-12-11T07:06:11.388+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.5:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-11T07:06:16.371+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.4:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-11T07:06:46.371+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2018-12-11T07:09:58.202+0000 I NETWORK  [listener] connection accepted from 172.17.0.5:34138 #41 (20 connections now open)
2018-12-11T07:09:58.202+0000 I NETWORK  [conn41] received client metadata from 172.17.0.5:34138 conn41: { driver: { name: "NetworkInterfaceTL", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-11T07:09:58.204+0000 I ACCESS   [conn41] Successfully authenticated as principal __system on local
2018-12-11T07:09:58.428+0000 I COMMAND  [conn41] command config.$cmd command: createIndexes { createIndexes: "system.sessions", indexes: [ { key: { lastUse: 1 }, name: "lsidTTLIndex", expireAfterSeconds: 1800 } ], allowImplicitCollectionCreation: false, $clusterTime: { clusterTime: Timestamp(1544512197, 1), signature: { hash: BinData(0, A831E2B9C2B97FAEBF3408BCCEB54A02E502F2E2), keyId: 6623981580761169927 } }, $configServerState: { opTime: { ts: Timestamp(1544512197, 1), t: 129 } }, $db: "config" } numYields:0 ok:0 errMsg:"request doesn't allow collection to be created implicitly" errName:CannotImplicitlyCreateCollection errCode:227 reslen:491 locks:{ Global: { acquireCount: { r: 4, w: 2 } }, Database: { acquireCount: { r: 1, w: 2, W: 1 } }, Collection: { acquireCount: { r: 1, w: 1 } } } protocol:op_msg 223ms
2018-12-11T07:10:17.322+0000 I SH_REFR  [ConfigServerCatalogCacheLoader-0] Refresh for database config took 0 ms and found { _id: "config", primary: "config", partitioned: true }
2018-12-11T07:10:17.328+0000 I SHARDING [conn33] setting this node's cached database version for config to {}
2018-12-11T07:10:17.342+0000 I SH_REFR  [ConfigServerCatalogCacheLoader-0] Refresh for database config took 0 ms and found { _id: "config", primary: "config", partitioned: true }
2018-12-11T07:10:17.342+0000 I SHARDING [conn34] setting this node's cached database version for config to {}
2018-12-11T07:10:17.377+0000 I SH_REFR  [ConfigServerCatalogCacheLoader-0] Refresh for collection config.system.sessions to version 1|0||5bed1d0c0a50ec3b9bb5d9b4 took 26 ms
2018-12-11T07:10:17.378+0000 I SHARDING [conn33] Marking collection config.system.sessions as sharded with collection version: 1|0||5bed1d0c0a50ec3b9bb5d9b4, shard version: 0|0||5bed1d0c0a50ec3b9bb5d9b4
2018-12-11T07:10:59.449+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.11:27018 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2018-12-11T07:14:58.430+0000 I NETWORK  [conn41] end connection 172.17.0.5:34138 (19 connections now open)
2018-12-11T08:17:16.373+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2018-12-11T08:18:16.375+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.5:27019 because the pool meets constraints; 1 connections to that host remain open
2018-12-11T10:16:24.016+0000 I NETWORK  [conn26] end connection 172.17.0.12:53816 (18 connections now open)
2018-12-11T10:16:25.149+0000 I NETWORK  [conn27] end connection 172.17.0.3:43130 (17 connections now open)
2018-12-11T10:16:26.056+0000 I NETWORK  [conn28] end connection 172.17.0.4:36524 (16 connections now open)
2018-12-11T10:16:27.750+0000 I NETWORK  [conn25] end connection 172.17.0.5:34018 (15 connections now open)
2018-12-11T10:16:27.750+0000 I NETWORK  [conn32] end connection 172.17.0.5:34090 (14 connections now open)
2018-12-11T10:16:30.839+0000 I NETWORK  [conn38] end connection 172.17.0.6:48862 (13 connections now open)
2018-12-11T10:16:31.745+0000 I NETWORK  [conn39] end connection 172.17.0.7:44228 (12 connections now open)
2018-12-11T10:16:32.609+0000 I NETWORK  [ReplicaSetMonitor-TaskExecutor] Marking host 172.17.0.5:27019 as failed :: caused by :: Location40356: connection pool: connect failed 172.17.0.5:27019 : couldn't connect to server 172.17.0.5:27019, connection attempt failed: SocketException: Error connecting to 172.17.0.5:27019 :: caused by :: Connection timed out
2018-12-11T10:16:35.483+0000 I NETWORK  [conn37] end connection 172.17.0.8:34592 (11 connections now open)
2018-12-11T10:16:35.617+0000 I NETWORK  [ReplicaSetMonitor-TaskExecutor] Marking host 172.17.0.4:27019 as failed :: caused by :: Location40356: connection pool: connect failed 172.17.0.4:27019 : couldn't connect to server 172.17.0.4:27019, connection attempt failed: SocketException: Error connecting to 172.17.0.4:27019 :: caused by :: Connection timed out
2018-12-11T10:16:35.917+0000 I NETWORK  [conn24] end connection 172.17.0.9:50394 (10 connections now open)
2018-12-11T10:16:35.918+0000 I NETWORK  [conn21] end connection 172.17.0.9:50388 (9 connections now open)
2018-12-11T10:16:35.918+0000 I NETWORK  [conn34] end connection 172.17.0.9:50476 (8 connections now open)
2018-12-11T10:16:38.624+0000 I NETWORK  [ReplicaSetMonitor-TaskExecutor] Marking host 172.17.0.3:27019 as failed :: caused by :: Location40356: connection pool: connect failed 172.17.0.3:27019 : couldn't connect to server 172.17.0.3:27019, connection attempt failed: SocketException: Error connecting to 172.17.0.3:27019 :: caused by :: Connection timed out
2018-12-11T10:16:38.624+0000 W NETWORK  [ReplicaSetMonitor-TaskExecutor] Unable to reach primary for set rs_configsvr
2018-12-11T10:16:38.624+0000 I NETWORK  [ReplicaSetMonitor-TaskExecutor] Cannot reach any nodes for set rs_configsvr. Please check network connectivity and the status of the set. This has happened for 1 checks in a row.
2018-12-11T10:16:38.748+0000 I NETWORK  [conn22] end connection 172.17.0.9:50390 (7 connections now open)
2018-12-11T10:16:39.158+0000 I NETWORK  [conn35] end connection 172.17.0.10:57690 (6 connections now open)
2018-12-11T10:16:39.158+0000 I NETWORK  [conn19] end connection 172.17.0.10:57594 (5 connections now open)
2018-12-11T10:16:39.159+0000 I NETWORK  [conn33] end connection 172.17.0.10:57686 (4 connections now open)
2018-12-11T10:16:39.620+0000 I NETWORK  [conn20] end connection 172.17.0.10:57596 (3 connections now open)
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] dropping unhealthy pooled connection to 172.17.0.10:27018
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] after drop, pool was empty, going to spawn some connections
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Connecting to 172.17.0.10:27018
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Failed to connect to 172.17.0.10:27018 - HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.10:27018 due to HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.663+0000 I REPL_HB  [replexec-138] Error in heartbeat (requestId: 12766) to 172.17.0.10:27018, response status: HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Connecting to 172.17.0.10:27018
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Failed to connect to 172.17.0.10:27018 - HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.663+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.10:27018 due to HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.664+0000 I REPL_HB  [replexec-134] Error in heartbeat (requestId: 12767) to 172.17.0.10:27018, response status: HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] Connecting to 172.17.0.10:27018
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] dropping unhealthy pooled connection to 172.17.0.9:27018
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] after drop, pool was empty, going to spawn some connections
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] Failed to connect to 172.17.0.10:27018 - HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.664+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.10:27018 due to HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.664+0000 I REPL_HB  [replexec-138] Error in heartbeat (requestId: 12768) to 172.17.0.10:27018, response status: HostUnreachable: Error connecting to 172.17.0.10:27018 :: caused by :: Connection refused
2018-12-11T10:16:39.664+0000 I REPL     [replexec-138] Member 172.17.0.10:27018 is now in state RS_DOWN
2018-12-11T10:16:39.710+0000 I NETWORK  [conn23] end connection 172.17.0.9:50392 (2 connections now open)
2018-12-11T10:16:39.710+0000 I NETWORK  [conn36] end connection 172.17.0.10:57692 (1 connection now open)
2018-12-11T10:16:40.087+0000 I CONTROL  [signalProcessingThread] got signal 15 (Terminated), will terminate after current cmd ends
2018-12-11T10:16:40.088+0000 I NETWORK  [signalProcessingThread] shutdown: going to close listening sockets...
2018-12-11T10:16:40.088+0000 I NETWORK  [signalProcessingThread] removing socket file: /tmp/mongodb-27018.sock
2018-12-11T10:16:40.088+0000 I REPL     [signalProcessingThread] shutting down replication subsystems
2018-12-11T10:16:40.088+0000 I REPL     [signalProcessingThread] Stopping replication reporter thread
2018-12-11T10:16:40.088+0000 I REPL     [signalProcessingThread] Stopping replication fetcher thread
2018-12-11T10:16:40.088+0000 I REPL     [signalProcessingThread] Stopping replication applier thread
2018-12-11T10:16:40.088+0000 I REPL     [rsSync-0] Finished oplog application
2018-12-11T10:16:40.395+0000 I REPL     [rsBackgroundSync] Stopping replication producer
2018-12-11T10:16:40.396+0000 I REPL     [signalProcessingThread] Stopping replication storage threads
2018-12-11T10:16:40.396+0000 I ASIO     [RS] Killing all outstanding egress activity.
2018-12-11T10:16:40.396+0000 I ASIO     [RS] Killing all outstanding egress activity.
2018-12-11T10:16:40.397+0000 I ASIO     [Replication] Killing all outstanding egress activity.
2018-12-11T10:16:40.397+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.10:27018 due to ShutdownInProgress: Shutting down the connection pool
2018-12-11T10:16:40.397+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to ShutdownInProgress: Shutting down the connection pool
2018-12-11T10:16:40.397+0000 I ASIO     [ShardRegistry] Killing all outstanding egress activity.
2018-12-11T10:16:40.397+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.3:27019 due to ShutdownInProgress: Shutting down the connection pool
2018-12-11T10:16:40.397+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to ShutdownInProgress: Shutting down the connection pool
2018-12-11T10:16:40.397+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to ShutdownInProgress: Shutting down the connection pool
2018-12-11T10:16:40.398+0000 I ASIO     [TaskExecutorPool-0] Killing all outstanding egress activity.
2018-12-11T10:16:40.398+0000 W NETWORK  [signalProcessingThread] Unable to reach primary for set rs_configsvr
2018-12-11T10:16:40.398+0000 I NETWORK  [signalProcessingThread] Cannot reach any nodes for set rs_configsvr. Please check network connectivity and the status of the set. This has happened for 2 checks in a row.
2018-12-11T10:16:40.398+0000 W SHARDING [signalProcessingThread] error encountered while cleaning up distributed ping entry for 4fc82c033b37:27018:1544511899:-6895895970872722364 :: caused by :: ShutdownInProgress: Server is shutting down
2018-12-11T10:16:40.398+0000 I ASIO     [ReplicaSetMonitor-TaskExecutor] Killing all outstanding egress activity.
2018-12-11T10:16:40.398+0000 W SHARDING [signalProcessingThread] cant reload ShardRegistry  :: caused by :: CallbackCanceled: Callback canceled
